#WHITE
255,255,255
250,250,250
245,245,245
240,240,240
255,254,252
255,245,240
240,240,255
255,255,240
220,220,220
255,240,240

#BLACK
0,0,0
5,5,5
10,10,10
15,15,15
3,3,3
30,30,30
40,40,40
50,50,50
60,60,60
70,70,70

#YELLOW
255,255,0
254,254,10
250,250,15
240,230,50
255,245,60
255,240,0
255,235,20
255,225,50
255,210,30
255,200,50

#ORANGE
255,165,0
250,160,10
255,140,0
255,170,30
245,130,20
255,130,0
255,140,30
250,120,15
245,100,10
255,160,50

#GRAY
190,190,190
200,200,200
210,210,210
180,180,180
220,220,220
200,190,180
205,205,205
180,170,160
195,195,195
175,175,175

#BROWN
165,42,42
139,69,19
160,82,45
210,105,30
128,0,0
205,133,63
255,99,71
244,164,96
233,150,122
153,101,21

#GOLD
255,215,0
250,210,0
245,200,20
255,223,50
255,193,37
255,215,20
250,200,10
255,210,40
255,200,30
245,180,50

#PURPLE
128,0,128
147,112,219
138,43,226
186,85,211
160,32,240
148,0,211
153,50,204
75,0,130
128,0,200
160,32,240

#CYAN
0,255,255
0,250,255
10,240,245
20,230,235
0,225,255
0,255,220
30,240,255
0,200,210
10,220,230
50,240,240

#PINK
255,192,203
255,182,193
255,105,180
255,20,147
255,174,185
255,150,150
255,130,180
255,110,190
255,140,170
255,180,200

#RED
255,0,0
255,50,50
250,10,10
240,20,20
245,30,30
220,10,10
255,70,70
245,40,40
235,50,50
215,30,30

#GREEN
0,255,0
0,200,0
5,255,5
20,200,20
25,240,25
0,180,0
10,255,10
0,220,0
0,230,0
5,240,5

#BLUE
0,0,255
0,0,240
10,10,255
20,20,240
30,30,255
5,5,250
50,50,255
30,40,255
15,15,245
10,10,235
